segment_id,split_label,anomaly_label,domain_shift_op,domain_shift_env,imp23absu_mic,ism330dhcx_acc,ism330dhcx_gyro
20240423_15_09_24_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_09_24_DataLog_0.parquet,ism330dhcx_acc_20240423_15_09_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_09_24_DataLog_0.parquet
20240423_12_42_37_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_42_37_DataLog_0.parquet,ism330dhcx_acc_20240423_12_42_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_42_37_DataLog_0.parquet
20240423_16_01_13_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_01_13_DataLog_0.parquet,ism330dhcx_acc_20240423_16_01_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_01_13_DataLog_0.parquet
20240423_15_38_41_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_38_41_DataLog_0.parquet,ism330dhcx_acc_20240423_15_38_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_38_41_DataLog_0.parquet
20240423_13_35_00_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_35_00_DataLog_0.parquet,ism330dhcx_acc_20240423_13_35_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_35_00_DataLog_0.parquet
20240423_16_31_25_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_31_25_DataLog_0.parquet,ism330dhcx_acc_20240423_16_31_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_31_25_DataLog_0.parquet
20240423_13_41_16_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_41_16_DataLog_0.parquet,ism330dhcx_acc_20240423_13_41_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_41_16_DataLog_0.parquet
20240423_13_44_44_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_44_44_DataLog_0.parquet,ism330dhcx_acc_20240423_13_44_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_44_44_DataLog_0.parquet
20240423_13_32_22_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_32_22_DataLog_0.parquet,ism330dhcx_acc_20240423_13_32_22_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_32_22_DataLog_0.parquet
20240423_14_21_57_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_21_57_DataLog_0.parquet,ism330dhcx_acc_20240423_14_21_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_21_57_DataLog_0.parquet
20240423_15_50_11_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_50_11_DataLog_0.parquet,ism330dhcx_acc_20240423_15_50_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_50_11_DataLog_0.parquet
20240423_12_41_39_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_12_41_39_DataLog_0.parquet,ism330dhcx_acc_20240423_12_41_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_41_39_DataLog_0.parquet
20240423_14_18_09_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_18_09_DataLog_0.parquet,ism330dhcx_acc_20240423_14_18_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_18_09_DataLog_0.parquet
20240423_16_10_47_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_10_47_DataLog_0.parquet,ism330dhcx_acc_20240423_16_10_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_10_47_DataLog_0.parquet
20240423_13_32_52_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_32_52_DataLog_0.parquet,ism330dhcx_acc_20240423_13_32_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_32_52_DataLog_0.parquet
20240423_16_34_43_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_34_43_DataLog_0.parquet,ism330dhcx_acc_20240423_16_34_43_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_34_43_DataLog_0.parquet
20240423_13_33_11_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_33_11_DataLog_0.parquet,ism330dhcx_acc_20240423_13_33_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_33_11_DataLog_0.parquet
20240423_15_27_29_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_27_29_DataLog_0.parquet,ism330dhcx_acc_20240423_15_27_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_27_29_DataLog_0.parquet
20240423_15_56_03_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_15_56_03_DataLog_0.parquet,ism330dhcx_acc_20240423_15_56_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_56_03_DataLog_0.parquet
20240423_14_27_47_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_27_47_DataLog_0.parquet,ism330dhcx_acc_20240423_14_27_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_27_47_DataLog_0.parquet
20240423_15_27_58_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_27_58_DataLog_0.parquet,ism330dhcx_acc_20240423_15_27_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_27_58_DataLog_0.parquet
20240423_13_20_27_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_20_27_DataLog_0.parquet,ism330dhcx_acc_20240423_13_20_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_20_27_DataLog_0.parquet
20240423_15_01_00_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_01_00_DataLog_0.parquet,ism330dhcx_acc_20240423_15_01_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_01_00_DataLog_0.parquet
20240423_15_17_10_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_17_10_DataLog_0.parquet,ism330dhcx_acc_20240423_15_17_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_17_10_DataLog_0.parquet
20240423_13_29_20_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_29_20_DataLog_0.parquet,ism330dhcx_acc_20240423_13_29_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_29_20_DataLog_0.parquet
20240423_15_01_20_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_01_20_DataLog_0.parquet,ism330dhcx_acc_20240423_15_01_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_01_20_DataLog_0.parquet
20240423_14_19_09_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_19_09_DataLog_0.parquet,ism330dhcx_acc_20240423_14_19_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_19_09_DataLog_0.parquet
20240423_16_12_16_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_12_16_DataLog_0.parquet,ism330dhcx_acc_20240423_16_12_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_12_16_DataLog_0.parquet
20240423_16_09_09_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_09_09_DataLog_0.parquet,ism330dhcx_acc_20240423_16_09_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_09_09_DataLog_0.parquet
20240423_15_39_50_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_39_50_DataLog_0.parquet,ism330dhcx_acc_20240423_15_39_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_39_50_DataLog_0.parquet
20240423_16_16_47_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_16_47_DataLog_0.parquet,ism330dhcx_acc_20240423_16_16_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_16_47_DataLog_0.parquet
20240423_14_04_56_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_04_56_DataLog_0.parquet,ism330dhcx_acc_20240423_14_04_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_04_56_DataLog_0.parquet
20240423_12_59_49_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_59_49_DataLog_0.parquet,ism330dhcx_acc_20240423_12_59_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_59_49_DataLog_0.parquet
20240423_13_27_12_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_27_12_DataLog_0.parquet,ism330dhcx_acc_20240423_13_27_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_27_12_DataLog_0.parquet
20240423_13_07_18_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_07_18_DataLog_0.parquet,ism330dhcx_acc_20240423_13_07_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_07_18_DataLog_0.parquet
20240423_13_47_03_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_47_03_DataLog_0.parquet,ism330dhcx_acc_20240423_13_47_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_47_03_DataLog_0.parquet
20240423_16_40_41_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_40_41_DataLog_0.parquet,ism330dhcx_acc_20240423_16_40_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_40_41_DataLog_0.parquet
20240423_16_26_48_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_26_48_DataLog_0.parquet,ism330dhcx_acc_20240423_16_26_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_26_48_DataLog_0.parquet
20240423_14_49_18_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_49_18_DataLog_0.parquet,ism330dhcx_acc_20240423_14_49_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_49_18_DataLog_0.parquet
20240423_16_06_42_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_06_42_DataLog_0.parquet,ism330dhcx_acc_20240423_16_06_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_06_42_DataLog_0.parquet
20240423_12_41_10_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_41_10_DataLog_0.parquet,ism330dhcx_acc_20240423_12_41_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_41_10_DataLog_0.parquet
20240423_15_43_58_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_43_58_DataLog_0.parquet,ism330dhcx_acc_20240423_15_43_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_43_58_DataLog_0.parquet
20240423_12_55_32_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_55_32_DataLog_0.parquet,ism330dhcx_acc_20240423_12_55_32_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_55_32_DataLog_0.parquet
20240423_14_21_08_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_21_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_21_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_21_08_DataLog_0.parquet
20240423_13_28_01_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_28_01_DataLog_0.parquet,ism330dhcx_acc_20240423_13_28_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_28_01_DataLog_0.parquet
20240423_15_04_34_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_04_34_DataLog_0.parquet,ism330dhcx_acc_20240423_15_04_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_04_34_DataLog_0.parquet
20240423_16_29_57_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_29_57_DataLog_0.parquet,ism330dhcx_acc_20240423_16_29_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_29_57_DataLog_0.parquet
20240423_13_44_05_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_44_05_DataLog_0.parquet,ism330dhcx_acc_20240423_13_44_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_44_05_DataLog_0.parquet
20240423_14_12_23_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_12_23_DataLog_0.parquet,ism330dhcx_acc_20240423_14_12_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_12_23_DataLog_0.parquet
20240423_12_47_48_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_12_47_48_DataLog_0.parquet,ism330dhcx_acc_20240423_12_47_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_47_48_DataLog_0.parquet
20240423_16_04_17_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_04_17_DataLog_0.parquet,ism330dhcx_acc_20240423_16_04_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_04_17_DataLog_0.parquet
20240423_13_16_41_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_16_41_DataLog_0.parquet,ism330dhcx_acc_20240423_13_16_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_16_41_DataLog_0.parquet
20240423_13_25_24_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_25_24_DataLog_0.parquet,ism330dhcx_acc_20240423_13_25_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_25_24_DataLog_0.parquet
20240423_13_09_06_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_09_06_DataLog_0.parquet,ism330dhcx_acc_20240423_13_09_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_09_06_DataLog_0.parquet
20240423_13_39_26_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_39_26_DataLog_0.parquet,ism330dhcx_acc_20240423_13_39_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_39_26_DataLog_0.parquet
20240423_13_22_06_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_22_06_DataLog_0.parquet,ism330dhcx_acc_20240423_13_22_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_22_06_DataLog_0.parquet
20240423_12_49_54_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_49_54_DataLog_0.parquet,ism330dhcx_acc_20240423_12_49_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_49_54_DataLog_0.parquet
20240423_15_37_01_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_37_01_DataLog_0.parquet,ism330dhcx_acc_20240423_15_37_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_37_01_DataLog_0.parquet
20240423_16_31_35_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_31_35_DataLog_0.parquet,ism330dhcx_acc_20240423_16_31_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_31_35_DataLog_0.parquet
20240423_13_10_35_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_10_35_DataLog_0.parquet,ism330dhcx_acc_20240423_13_10_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_10_35_DataLog_0.parquet
20240423_14_35_15_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_35_15_DataLog_0.parquet,ism330dhcx_acc_20240423_14_35_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_35_15_DataLog_0.parquet
20240423_15_52_20_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_52_20_DataLog_0.parquet,ism330dhcx_acc_20240423_15_52_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_52_20_DataLog_0.parquet
20240423_16_21_34_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_21_34_DataLog_0.parquet,ism330dhcx_acc_20240423_16_21_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_21_34_DataLog_0.parquet
20240423_15_34_02_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_34_02_DataLog_0.parquet,ism330dhcx_acc_20240423_15_34_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_34_02_DataLog_0.parquet
20240423_15_54_55_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_15_54_55_DataLog_0.parquet,ism330dhcx_acc_20240423_15_54_55_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_54_55_DataLog_0.parquet
20240423_14_09_14_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_09_14_DataLog_0.parquet,ism330dhcx_acc_20240423_14_09_14_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_09_14_DataLog_0.parquet
20240423_15_49_40_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_49_40_DataLog_0.parquet,ism330dhcx_acc_20240423_15_49_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_49_40_DataLog_0.parquet
20240423_14_56_49_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_14_56_49_DataLog_0.parquet,ism330dhcx_acc_20240423_14_56_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_56_49_DataLog_0.parquet
20240423_16_21_04_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_21_04_DataLog_0.parquet,ism330dhcx_acc_20240423_16_21_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_21_04_DataLog_0.parquet
20240423_12_51_21_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_51_21_DataLog_0.parquet,ism330dhcx_acc_20240423_12_51_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_51_21_DataLog_0.parquet
20240423_16_08_49_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_08_49_DataLog_0.parquet,ism330dhcx_acc_20240423_16_08_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_08_49_DataLog_0.parquet
20240423_16_11_27_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_11_27_DataLog_0.parquet,ism330dhcx_acc_20240423_16_11_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_11_27_DataLog_0.parquet
20240423_16_36_49_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_36_49_DataLog_0.parquet,ism330dhcx_acc_20240423_16_36_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_36_49_DataLog_0.parquet
20240423_13_01_19_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_13_01_19_DataLog_0.parquet,ism330dhcx_acc_20240423_13_01_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_01_19_DataLog_0.parquet
20240423_15_55_53_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_55_53_DataLog_0.parquet,ism330dhcx_acc_20240423_15_55_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_55_53_DataLog_0.parquet
20240423_14_17_59_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_17_59_DataLog_0.parquet,ism330dhcx_acc_20240423_14_17_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_17_59_DataLog_0.parquet
20240423_13_12_44_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_12_44_DataLog_0.parquet,ism330dhcx_acc_20240423_13_12_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_12_44_DataLog_0.parquet
20240423_15_34_42_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_34_42_DataLog_0.parquet,ism330dhcx_acc_20240423_15_34_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_34_42_DataLog_0.parquet
20240423_15_31_03_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_31_03_DataLog_0.parquet,ism330dhcx_acc_20240423_15_31_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_31_03_DataLog_0.parquet
20240423_14_07_44_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_07_44_DataLog_0.parquet,ism330dhcx_acc_20240423_14_07_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_07_44_DataLog_0.parquet
20240423_13_54_20_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_54_20_DataLog_0.parquet,ism330dhcx_acc_20240423_13_54_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_54_20_DataLog_0.parquet
20240423_16_19_25_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_19_25_DataLog_0.parquet,ism330dhcx_acc_20240423_16_19_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_19_25_DataLog_0.parquet
20240423_15_55_05_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_15_55_05_DataLog_0.parquet,ism330dhcx_acc_20240423_15_55_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_55_05_DataLog_0.parquet
20240423_13_17_10_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_17_10_DataLog_0.parquet,ism330dhcx_acc_20240423_13_17_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_17_10_DataLog_0.parquet
20240423_15_26_31_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_26_31_DataLog_0.parquet,ism330dhcx_acc_20240423_15_26_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_26_31_DataLog_0.parquet
20240423_13_21_27_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_21_27_DataLog_0.parquet,ism330dhcx_acc_20240423_13_21_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_21_27_DataLog_0.parquet
20240423_16_00_54_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_00_54_DataLog_0.parquet,ism330dhcx_acc_20240423_16_00_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_00_54_DataLog_0.parquet
20240423_13_44_54_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_44_54_DataLog_0.parquet,ism330dhcx_acc_20240423_13_44_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_44_54_DataLog_0.parquet
20240423_14_22_07_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_22_07_DataLog_0.parquet,ism330dhcx_acc_20240423_14_22_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_22_07_DataLog_0.parquet
20240423_15_22_47_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_22_47_DataLog_0.parquet,ism330dhcx_acc_20240423_15_22_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_22_47_DataLog_0.parquet
20240423_14_09_24_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_09_24_DataLog_0.parquet,ism330dhcx_acc_20240423_14_09_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_09_24_DataLog_0.parquet
20240423_15_58_19_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_15_58_19_DataLog_0.parquet,ism330dhcx_acc_20240423_15_58_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_58_19_DataLog_0.parquet
20240423_12_46_50_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_46_50_DataLog_0.parquet,ism330dhcx_acc_20240423_12_46_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_46_50_DataLog_0.parquet
20240423_15_42_29_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_42_29_DataLog_0.parquet,ism330dhcx_acc_20240423_15_42_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_42_29_DataLog_0.parquet
20240423_15_00_32_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_00_32_DataLog_0.parquet,ism330dhcx_acc_20240423_15_00_32_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_00_32_DataLog_0.parquet
20240423_14_18_58_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_18_58_DataLog_0.parquet,ism330dhcx_acc_20240423_14_18_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_18_58_DataLog_0.parquet
20240423_15_11_11_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_11_11_DataLog_0.parquet,ism330dhcx_acc_20240423_15_11_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_11_11_DataLog_0.parquet
20240423_13_56_30_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_56_30_DataLog_0.parquet,ism330dhcx_acc_20240423_13_56_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_56_30_DataLog_0.parquet
